184
0 1 2
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
0 11 2 2
26
78
0 22 0 1
0 0 1 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
0 25 2 2
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
1 25 0 3
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
1 2 1 3
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
1 17 1 3
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
1 12 2 1
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
2 17 1 1
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 23 0 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 5 0 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 11 0 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 20 0 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 4 2 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 10 2 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 14 2 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
4 16 0 3
4 5 1 2
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
3 20 2 0
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
4 15 1 2
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
4 18 1 2
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 21 2 0
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
6 16 2 0
7 24 0 3
7 25 1 0
7 10 2 0
8 24 0 3
8 0 1 2
8 23 2 1
9 20 0 2
9 14 1 1
9 5 2 2
10 10 0 1
10 22 1 1
10 20 2 0
11 24 0 2
11 1 1 1
11 4 2 1
12 11 0 0
12 23 1 0
12 1 2 2
13 3 0 1
13 15 1 0
13 1 2 3
14 6 0 2
14 21 1 2
14 10 2 3
15 7 0 2
15 22 1 1
15 18 2 1
16 1 0 1
16 23 1 1
16 19 2 1
17 3 0 0
17 20 1 2
17 0 2 1
18 16 0 0
18 22 1 2
18 17 2 3
19 4 0 2
19 16 1 2
19 2 2 0
20 15 0 2
20 23 1 3
20 12 2 0
21 17 0 1
21 10 1 3
21 24 2 1
22 7 0 1
22 18 1 2
22 1 2 3
23 6 0 1
23 17 1 2
23 14 2 3
24 15 0 0
24 7 1 1
24 20 2 0
25 7 0 0
25 23 1 2
25 22 2 2
4 23 1 2
26
78
0 22 0 1
0 0 1 2
0 2 2 2
1 15 0 3
1 13 1 3
1 20 2 1
2 4 0 1
2 10 1 1
2 9 2 0
3 23 0 0
3 25 1 3
3 12 2 0
4 16 0 3
4 5 1 2
5 19 0 2
5 3 1 2
5 10 2 2
6 7 0 1
6 20 1 2
